comment_text,toxic
"""

Italy???? Rome???? What the fuck has this got to do with anything we are talking about? You serbo-nationalists wanna go on your Italy page and discuss that. Evlekis, are you able to read??? Look at the following:

""""An excellent scholarly contribution to the study of the province. . . . Seriously differs from the biased interpretations published by Serbian and Albanian historians, or trendy but shallow Western """"Kosovology experts.""""
—Canadian Slavonic Papers

""""A thrilling detective story.""""
New York Times Book Review

""""Excellent.""""
New York Review of Books

""""A book every policy expert, journalist and lay person must read.""""
Wall Street Journal

""""Malcolm's narrative is gripping, even brilliant at times ... He takes to his task with the vigor of a detective driven by true passion. At times his claims are, in terms of Balkan history, quite revolutionary.""""
Economist

""""Cover(s) the whole history of Kosovo, with an authority that is often breathtaking and never oppressive.""""
Sunday Times

""""Brilliantly researched and argued ... a magisterial work of history ... Kosovo will inevitably be received immediately as an immensely valuable contribution to our understanding and knowledge of a contemporary crisis. But to see the book as merely a contribution to the present-day debate is to do it a disservice. This is a profound and pioneering work which will endure for generations.""""
Times Literary Supplement

In this awe-inspiring work, Malcolm has created a vital successor to his Bosnia: A Short History and an essential aid to anyone who wishes to understand this tragic region today...His book is exceptional not only for his unimpeachable rearch, but also for his equitable examination of the conflicting ethnic views of what really happened ... One can't help speculating on how a clear understanding of the information contained here might have affected the Dayton Accord and history.
Publisher's Weekly, 4/20/98

By far the best available guide to the fatal steps to catastrophe.
The New York Review of Books

"""". . .elaborately researched . . .""""
Book World

There you have it. Noel Malcolm is revered and aknowledged as a neutral and impartial historian. But just because he isn't on of your Serbo-bloggers, you come up with all this shit about his works. When he says """"conquered"""", that is exactly what the term means. Your map is shit. Because Serbs ONLY MADE UP 25% of that land whether it was a bigger or smaller Kosova than today. And I call it KOSOVA because KOSOVA is it's name. It's Serbo-nationalists like you, Dab, and Balkanfever who keep it in it's Milosevic devized name. And you keep going on about the Treaty in London 1913. Well???? What happened???? Certainly nothing to do with Kosova joining Serbia because I said before and I'll say again - if it did, Malcolm would have said it. If he gets things wrong, why is he so well respected by all those reporters in the newspapers listed by Interestedinfairness. Answer that one. Dab, don't confuse the issue. It doesn't matter if Kosova was once it Italy, I tell you that it has never been in Serbia, it only had the bad luck to be in the same """"genocide state"""" as Serbia when a part of Yugoslavia. The end.   """,1
"No, this is my page and if this person comes to my page and pretends to be a hated enemy, I can't play nice.  I haven't cussed.  Tweedle isn't cussing.  Tweedle dee Tweele dum.  They are Disney characters.  He came to my page and Jason is a long hated idiot.  You need to understand, anyone pretending to be Jason needs to stay the hell off my page.",1
Talk pages are also where some of us have to try and get uninformed idiots to back down so WE CAN MAKE CHANGES. It's hard to have an impact on an article such as thistypical Wikinonsense.,1
"""

It is not disruptive, and does not appear to be """"attention-seeking"""". These remarks are just argumentum ad hominem arguments, nothing more. You have zero evidence of this supposed motive on my part, and are just attacking me because we disagree on the article, an unambiguous violation of WP:AGF. 

Is there a particular article I'm working to improve? There isn't??? How do you figure? What is your basis for this accusation? Have you checked my edit history? There's lots of articles I'm constantly working to improve, as any look at my editing history shows, which flies in the face of this idiotic remark of yours. There are entire lists of articles I've created and worked on seen on my user page, including three articles I single-handedly brought to GA status. The Arthur Adams (comics) article for example, has been expanded and improved by me on an ongoing basis for the past three years, and is currently undergoing a GA examination process. These inane comments by you do nothing other than to reveal you to be an abject child and a pathological liar, one who brazenly attacks others who dares disagree with him.   """,1
"""
Another lead DYK, yee ha!  talk """,0
"Idiot is  what idiot does
202.92.40.8",1
"thanks 

thanks but i know",0
"""
What a pile of shit. You completely ignore a massive violation of WB:BLPCRIME while you go on holiday. You, Wales, are one special piece of shit. Magnotta's prospective defence team are having wet dreams about wikipedia. There can be no fair trial given the article you have approved.You are a fucking idiot. When politicians come calling at your door complaining at {{WP:BLP]], you collapse like a wet kleenex in a mild breeze. You should be ashamed of yourself. But perhaps it is more important to you that people like Malleus are pursued for calling cunts """"cunts"""". If you allow this massive violation of WP:BLPCRIME to pass, then you are  patently a media-whoring cunt yourself. This stinks, Wales. You stink, by association. Fuck you and your warped concept of an """"encyclopedia"""". Chan """,1
"""

 Name 

Microsoft lists the name as Groove Music in several sources, a name that has been repeated by several news sites:

 WinBeta
 WMPowerUser
 Gotta Be Mobile
 This is XBOX
 Inferse

Also note that the image used on all news sites (even the one that don't call it Groove Music) use the image that reads """"Welcome to Groove Music"""", so I suggest renaming the page.   """,0
"""

Italy???? Rome???? What the fuck has this got to do with anything we are talking about? You serbo-nationalists wanna go on your Italy page and discuss that. Evlekis, are you able to read??? Look at the following:

""""An excellent scholarly contribution to the study of the province. . . . Seriously differs from the biased interpretations published by Serbian and Albanian historians, or trendy but shallow Western """"Kosovology experts.""""
—Canadian Slavonic Papers

""""A thrilling detective story.""""
New York Times Book Review

""""Excellent.""""
New York Review of Books

""""A book every policy expert, journalist and lay person must read.""""
Wall Street Journal

""""Malcolm's narrative is gripping, even brilliant at times ... He takes to his task with the vigor of a detective driven by true passion. At times his claims are, in terms of Balkan history, quite revolutionary.""""
Economist

""""Cover(s) the whole history of Kosovo, with an authority that is often breathtaking and never oppressive.""""
Sunday Times

""""Brilliantly researched and argued ... a magisterial work of history ... Kosovo will inevitably be received immediately as an immensely valuable contribution to our understanding and knowledge of a contemporary crisis. But to see the book as merely a contribution to the present-day debate is to do it a disservice. This is a profound and pioneering work which will endure for generations.""""
Times Literary Supplement

In this awe-inspiring work, Malcolm has created a vital successor to his Bosnia: A Short History and an essential aid to anyone who wishes to understand this tragic region today...His book is exceptional not only for his unimpeachable rearch, but also for his equitable examination of the conflicting ethnic views of what really happened ... One can't help speculating on how a clear understanding of the information contained here might have affected the Dayton Accord and history.
Publisher's Weekly, 4/20/98

By far the best available guide to the fatal steps to catastrophe.
The New York Review of Books

"""". . .elaborately researched . . .""""
Book World

There you have it. Noel Malcolm is revered and aknowledged as a neutral and impartial historian. But just because he isn't on of your Serbo-bloggers, you come up with all this shit about his works. When he says """"conquered"""", that is exactly what the term means. Your map is shit. Because Serbs ONLY MADE UP 25% of that land whether it was a bigger or smaller Kosova than today. And I call it KOSOVA because KOSOVA is it's name. It's Serbo-nationalists like you, Dab, and Balkanfever who keep it in it's Milosevic devized name. And you keep going on about the Treaty in London 1913. Well???? What happened???? Certainly nothing to do with Kosova joining Serbia because I said before and I'll say again - if it did, Malcolm would have said it. If he gets things wrong, why is he so well respected by all those reporters in the newspapers listed by Interestedinfairness. Answer that one. Dab, don't confuse the issue. It doesn't matter if Kosova was once it Italy, I tell you that it has never been in Serbia, it only had the bad luck to be in the same """"genocide state"""" as Serbia when a part of Yugoslavia. The end.   """,1
